model - 1577686734,1577686746.267,0.77,0.1721,0.78,0.1457
model - 1577686734,1577686746.292,0.73,0.1745,0.76,0.1789
model - 1577686734,1577686746.323,0.69,0.1901,0.69,0.19
model - 1577686734,1577686746.353,0.65,0.2264,0.72,0.1907
model - 1577686734,1577686746.389,0.78,0.1871,0.73,0.1752
model - 1577686734,1577686746.415,0.74,0.1852,0.7,0.1947
model - 1577686734,1577686746.44,0.71,0.1905,0.7,0.1866
model - 1577686734,1577686746.465,0.71,0.1916,0.72,0.2004
model - 1577686734,1577686746.493,0.68,0.2125,0.68,0.1864
model - 1577686734,1577686746.518,0.68,0.2039,0.67,0.215
model - 1577686734,1577686746.542,0.73,0.1863,0.83,0.1479
model - 1577686734,1577686746.569,0.77,0.1606,0.7,0.1771
model - 1577686734,1577686746.602,0.74,0.1761,0.81,0.1388
model - 1577686734,1577686746.63,0.72,0.1804,0.7,0.1864
model - 1577686734,1577686746.658,0.8,0.1656,0.77,0.1547
model - 1577686734,1577686746.683,0.76,0.165,0.69,0.2004
model - 1577686734,1577686746.711,0.7,0.1824,0.79,0.1518
model - 1577686734,1577686746.735,0.73,0.1894,0.71,0.1723
model - 1577686734,1577686746.759,0.7,0.1971,0.79,0.1548
model - 1577686734,1577686746.784,0.72,0.1842,0.73,0.2086
model - 1577686734,1577686746.812,0.65,0.201,0.79,0.1594
model - 1577686734,1577686746.84,0.69,0.2088,0.65,0.2046
model - 1577686734,1577686746.857,0.71,0.1605,0.73,0.1831
model - 1577686734,1577686746.885,0.77,0.1628,0.73,0.1957
model - 1577686734,1577686746.909,0.78,0.1559,0.76,0.1851
model - 1577686734,1577686746.934,0.67,0.2026,0.67,0.2046
model - 1577686734,1577686746.962,0.76,0.1627,0.69,0.2151
model - 1577686734,1577686746.995,0.67,0.2171,0.67,0.197
model - 1577686734,1577686747.02,0.67,0.2081,0.72,0.1943
model - 1577686734,1577686747.045,0.81,0.1529,0.79,0.1389
model - 1577686734,1577686747.071,0.71,0.1764,0.73,0.1704
model - 1577686734,1577686747.097,0.76,0.1619,0.61,0.2137
model - 1577686734,1577686747.121,0.79,0.1535,0.7,0.2059
model - 1577686734,1577686747.145,0.8,0.1421,0.76,0.1795
model - 1577686734,1577686747.171,0.69,0.1992,0.71,0.2048
model - 1577686734,1577686747.195,0.78,0.1659,0.8,0.1392
model - 1577686734,1577686747.221,0.73,0.1939,0.74,0.1806
model - 1577686734,1577686747.246,0.8,0.1446,0.74,0.1633
model - 1577686734,1577686747.272,0.76,0.1606,0.67,0.2103
model - 1577686734,1577686747.296,0.7,0.1973,0.75,0.1872
model - 1577686734,1577686747.322,0.7,0.1853,0.63,0.2128
model - 1577686734,1577686747.346,0.79,0.148,0.76,0.1663
model - 1577686734,1577686747.371,0.8,0.1553,0.67,0.1925
model - 1577686734,1577686747.397,0.7,0.2112,0.69,0.1914
model - 1577686734,1577686747.424,0.77,0.1584,0.73,0.187
model - 1577686734,1577686747.448,0.74,0.1792,0.79,0.1534
model - 1577686734,1577686747.473,0.74,0.1631,0.69,0.2014
model - 1577686734,1577686747.5,0.68,0.1892,0.77,0.1755
model - 1577686734,1577686747.526,0.78,0.1565,0.81,0.1396
model - 1577686734,1577686747.55,0.77,0.1708,0.71,0.197
model - 1577686734,1577686747.574,0.74,0.1798,0.78,0.1612
model - 1577686734,1577686747.601,0.74,0.1817,0.75,0.1694
model - 1577686734,1577686747.627,0.8,0.1673,0.7,0.1712
model - 1577686734,1577686747.651,0.68,0.2024,0.7,0.1956
model - 1577686734,1577686747.675,0.73,0.1909,0.76,0.1621
model - 1577686734,1577686747.7,0.72,0.1986,0.66,0.2074
model - 1577686734,1577686747.726,0.73,0.1576,0.75,0.1689
model - 1577686734,1577686747.752,0.74,0.171,0.77,0.1711
model - 1577686734,1577686747.777,0.74,0.1785,0.73,0.1907
model - 1577686734,1577686747.802,0.73,0.1857,0.79,0.1438
model - 1577686734,1577686747.828,0.8,0.1529,0.65,0.2039
model - 1577686734,1577686747.858,0.73,0.1666,0.69,0.2149
model - 1577686734,1577686747.883,0.73,0.1723,0.71,0.1984
model - 1577686734,1577686747.909,0.76,0.1455,0.66,0.2178
model - 1577686734,1577686747.933,0.64,0.2236,0.76,0.1591
model - 1577686734,1577686747.959,0.72,0.1695,0.75,0.1817
model - 1577686734,1577686747.983,0.7,0.1856,0.7,0.1843
model - 1577686734,1577686748.007,0.78,0.1659,0.71,0.1845
model - 1577686734,1577686748.048,0.73,0.1906,0.73,0.1822
model - 1577686734,1577686748.086,0.71,0.19,0.83,0.1398
model - 1577686734,1577686748.111,0.78,0.1566,0.69,0.1923
model - 1577686734,1577686748.137,0.74,0.1669,0.79,0.1655
model - 1577686734,1577686748.162,0.66,0.2143,0.75,0.1668
model - 1577686734,1577686748.188,0.78,0.1492,0.69,0.1791
model - 1577686734,1577686748.213,0.71,0.2007,0.74,0.1868
model - 1577686734,1577686748.242,0.73,0.1829,0.76,0.1617
model - 1577686734,1577686748.267,0.68,0.1989,0.76,0.1459
model - 1577686734,1577686748.293,0.65,0.2165,0.75,0.1724
model - 1577686734,1577686748.319,0.73,0.167,0.7,0.1898
model - 1577686734,1577686748.343,0.75,0.1531,0.75,0.1816
model - 1577686734,1577686748.368,0.69,0.2084,0.75,0.1864
model - 1577686734,1577686748.394,0.76,0.1513,0.8,0.1448
model - 1577686734,1577686748.418,0.75,0.1709,0.73,0.168
model - 1577686734,1577686748.443,0.72,0.1938,0.76,0.1643
model - 1577686734,1577686748.467,0.79,0.1519,0.75,0.1574
model - 1577686734,1577686748.491,0.77,0.1629,0.73,0.2055
model - 1577686734,1577686748.517,0.74,0.1754,0.7,0.2046
model - 1577686734,1577686748.544,0.78,0.146,0.68,0.1975
model - 1577686734,1577686748.569,0.72,0.1963,0.69,0.2025
model - 1577686734,1577686748.595,0.69,0.2017,0.69,0.1993
model - 1577686734,1577686748.62,0.68,0.1912,0.79,0.1542
model - 1577686734,1577686748.645,0.77,0.1565,0.74,0.1574
model - 1577686734,1577686748.671,0.72,0.186,0.71,0.2087
model - 1577686734,1577686748.696,0.72,0.1741,0.79,0.1477
model - 1577686734,1577686748.722,0.74,0.1678,0.7,0.187
model - 1577686734,1577686748.747,0.64,0.2218,0.65,0.2049
model - 1577686734,1577686748.774,0.68,0.1941,0.7,0.1817
model - 1577686734,1577686748.799,0.62,0.223,0.61,0.2146
model - 1577686734,1577686748.825,0.78,0.167,0.76,0.1719
model - 1577686734,1577686748.849,0.72,0.1879,0.73,0.1564
model - 1577686734,1577686748.878,0.73,0.1668,0.65,0.1886
model - 1577686734,1577686748.904,0.75,0.1642,0.69,0.1954
model - 1577686734,1577686748.93,0.66,0.2141,0.71,0.2046
model - 1577686734,1577686748.954,0.65,0.2246,0.7,0.1963
model - 1577686734,1577686748.979,0.71,0.1953,0.82,0.1298
model - 1577686734,1577686749.004,0.73,0.1816,0.77,0.1473
model - 1577686734,1577686749.03,0.68,0.2183,0.72,0.1823
model - 1577686734,1577686749.058,0.74,0.1825,0.73,0.1762
model - 1577686734,1577686749.093,0.78,0.1387,0.81,0.1526
model - 1577686734,1577686749.12,0.73,0.1764,0.76,0.1466
model - 1577686734,1577686749.146,0.74,0.1842,0.77,0.1473
model - 1577686734,1577686749.17,0.72,0.1847,0.72,0.1918
model - 1577686734,1577686749.194,0.8,0.1474,0.77,0.1588
model - 1577686734,1577686749.219,0.78,0.154,0.71,0.1653
model - 1577686734,1577686749.244,0.63,0.2134,0.74,0.1666
model - 1577686734,1577686749.27,0.68,0.1958,0.72,0.1729
model - 1577686734,1577686749.294,0.71,0.1964,0.79,0.1393
model - 1577686734,1577686749.318,0.75,0.1683,0.77,0.175
model - 1577686734,1577686749.344,0.79,0.1518,0.77,0.1675
model - 1577686734,1577686749.371,0.73,0.1903,0.75,0.1776
model - 1577686734,1577686749.396,0.76,0.1629,0.77,0.1685
model - 1577686734,1577686749.421,0.7,0.1942,0.72,0.1844
model - 1577686734,1577686749.446,0.68,0.191,0.78,0.1584
model - 1577686734,1577686749.475,0.71,0.1847,0.68,0.1836
model - 1577686734,1577686749.499,0.74,0.1782,0.78,0.1488
model - 1577686734,1577686749.524,0.78,0.1502,0.8,0.1434
model - 1577686734,1577686749.553,0.75,0.1711,0.74,0.189
model - 1577686734,1577686749.595,0.74,0.182,0.72,0.1979
model - 1577686734,1577686749.622,0.74,0.1828,0.67,0.1995
model - 1577686734,1577686749.646,0.72,0.177,0.77,0.1482
model - 1577686734,1577686749.67,0.77,0.1707,0.69,0.1924
model - 1577686734,1577686749.698,0.7,0.1761,0.78,0.1564
model - 1577686734,1577686749.722,0.73,0.1879,0.67,0.198
model - 1577686734,1577686749.746,0.72,0.1993,0.76,0.1639
model - 1577686734,1577686749.77,0.75,0.1855,0.75,0.1653
model - 1577686734,1577686749.794,0.71,0.1814,0.82,0.1409
model - 1577686734,1577686749.821,0.78,0.1483,0.7,0.192
model - 1577686734,1577686749.845,0.8,0.1575,0.75,0.169
model - 1577686734,1577686749.869,0.79,0.1539,0.75,0.1658
model - 1577686734,1577686749.898,0.75,0.1493,0.76,0.1499
model - 1577686734,1577686749.926,0.71,0.1952,0.7,0.1888
model - 1577686734,1577686749.95,0.7,0.1912,0.71,0.1742
model - 1577686734,1577686749.975,0.7,0.1898,0.7,0.1657
model - 1577686734,1577686749.999,0.74,0.1727,0.8,0.1381
model - 1577686734,1577686750.025,0.74,0.1633,0.7,0.1857
model - 1577686734,1577686750.049,0.72,0.1708,0.69,0.1931
model - 1577686734,1577686750.078,0.71,0.2037,0.71,0.1884
model - 1577686734,1577686750.103,0.71,0.1917,0.7,0.1978
model - 1577686734,1577686750.13,0.76,0.1797,0.75,0.168
model - 1577686734,1577686750.165,0.8,0.1471,0.8,0.1275
model - 1577686734,1577686750.197,0.62,0.2323,0.74,0.1909
model - 1577686734,1577686750.223,0.63,0.2302,0.76,0.1552
model - 1577686734,1577686750.248,0.78,0.16,0.82,0.1216
model - 1577686734,1577686750.272,0.82,0.1419,0.72,0.1751
model - 1577686734,1577686750.296,0.77,0.1742,0.77,0.1582
model - 1577686734,1577686750.323,0.77,0.137,0.75,0.1521
model - 1577686734,1577686750.349,0.71,0.1821,0.82,0.122
model - 1577686734,1577686750.373,0.65,0.2023,0.71,0.1986
model - 1577686734,1577686750.397,0.7,0.1854,0.81,0.1285
model - 1577686734,1577686750.421,0.76,0.16,0.8,0.1417
model - 1577686734,1577686750.446,0.7,0.1891,0.74,0.1736
model - 1577686734,1577686750.472,0.82,0.1522,0.74,0.1889
model - 1577686734,1577686750.496,0.71,0.1869,0.75,0.1653
model - 1577686734,1577686750.522,0.75,0.1817,0.76,0.1535
model - 1577686734,1577686750.547,0.79,0.1695,0.78,0.1574
model - 1577686734,1577686750.573,0.77,0.1611,0.73,0.1778
model - 1577686734,1577686750.597,0.78,0.185,0.76,0.1604
model - 1577686734,1577686750.624,0.78,0.1481,0.76,0.1587
model - 1577686734,1577686750.648,0.8,0.1379,0.71,0.1955
model - 1577686734,1577686750.674,0.77,0.1574,0.79,0.1526
model - 1577686734,1577686750.699,0.68,0.1869,0.83,0.1388
model - 1577686734,1577686750.724,0.8,0.1297,0.78,0.1505
model - 1577686734,1577686750.749,0.8,0.1459,0.83,0.1297
model - 1577686734,1577686750.775,0.76,0.1564,0.67,0.2157
model - 1577686734,1577686750.801,0.74,0.1683,0.79,0.1424
model - 1577686734,1577686750.825,0.68,0.2004,0.63,0.197
model - 1577686734,1577686750.849,0.74,0.1694,0.8,0.1482
model - 1577686734,1577686750.873,0.81,0.1401,0.76,0.1734
model - 1577686734,1577686750.903,0.83,0.1456,0.79,0.1714
model - 1577686734,1577686750.931,0.75,0.1756,0.84,0.1175
model - 1577686734,1577686750.956,0.75,0.162,0.68,0.199
model - 1577686734,1577686750.982,0.68,0.1995,0.86,0.1201
model - 1577686734,1577686751.01,0.75,0.1753,0.7,0.1839
model - 1577686734,1577686751.034,0.76,0.153,0.79,0.1476
model - 1577686734,1577686751.058,0.79,0.1535,0.83,0.1311
model - 1577686734,1577686751.083,0.76,0.183,0.72,0.177
model - 1577686734,1577686751.109,0.67,0.1929,0.79,0.1577
model - 1577686734,1577686751.135,0.74,0.1779,0.8,0.1375
model - 1577686734,1577686751.159,0.79,0.1499,0.74,0.1702
model - 1577686734,1577686751.183,0.75,0.1711,0.71,0.1817
model - 1577686734,1577686751.215,0.71,0.1895,0.72,0.1822
model - 1577686734,1577686751.241,0.78,0.1574,0.72,0.1838
model - 1577686734,1577686751.266,0.67,0.2154,0.77,0.1516
model - 1577686734,1577686751.29,0.74,0.1702,0.84,0.1285
model - 1577686734,1577686751.316,0.75,0.167,0.83,0.13
model - 1577686734,1577686751.34,0.81,0.1531,0.82,0.146
model - 1577686734,1577686751.367,0.77,0.1653,0.69,0.1895
model - 1577686734,1577686751.391,0.82,0.1371,0.74,0.1746
model - 1577686734,1577686751.417,0.79,0.168,0.74,0.1818
model - 1577686734,1577686751.441,0.79,0.1639,0.76,0.1647
model - 1577686734,1577686751.466,0.76,0.1704,0.8,0.1467
model - 1577686734,1577686751.49,0.77,0.1636,0.74,0.1813
model - 1577686734,1577686751.515,0.69,0.1993,0.69,0.2132
model - 1577686734,1577686751.541,0.76,0.1768,0.79,0.1627
model - 1577686734,1577686751.566,0.7,0.207,0.65,0.2003
model - 1577686734,1577686751.593,0.74,0.1935,0.73,0.176
model - 1577686734,1577686751.618,0.79,0.1419,0.79,0.1546
model - 1577686734,1577686751.645,0.79,0.143,0.77,0.1533
model - 1577686734,1577686751.671,0.77,0.174,0.73,0.1665
model - 1577686734,1577686751.698,0.75,0.171,0.79,0.1645
model - 1577686734,1577686751.722,0.69,0.1976,0.76,0.1496
model - 1577686734,1577686751.749,0.76,0.1614,0.78,0.1418
model - 1577686734,1577686751.775,0.77,0.1511,0.71,0.1868
model - 1577686734,1577686751.799,0.66,0.2098,0.75,0.1784
model - 1577686734,1577686751.823,0.75,0.1642,0.7,0.1942
model - 1577686734,1577686751.849,0.68,0.2295,0.7,0.1969
model - 1577686734,1577686751.873,0.71,0.1808,0.77,0.1616
model - 1577686734,1577686751.898,0.71,0.1863,0.78,0.147
model - 1577686734,1577686751.926,0.73,0.1771,0.77,0.165
model - 1577686734,1577686751.954,0.79,0.1461,0.77,0.1649
model - 1577686734,1577686751.979,0.82,0.1346,0.79,0.1579
model - 1577686734,1577686752.004,0.71,0.1819,0.76,0.152
model - 1577686734,1577686752.029,0.74,0.1801,0.8,0.1648
model - 1577686734,1577686752.056,0.8,0.1579,0.78,0.1496
model - 1577686734,1577686752.083,0.78,0.161,0.79,0.149
model - 1577686734,1577686752.109,0.73,0.1607,0.74,0.1608
model - 1577686734,1577686752.134,0.77,0.155,0.74,0.1606
model - 1577686734,1577686752.16,0.76,0.1531,0.75,0.1657
model - 1577686734,1577686752.185,0.69,0.2021,0.8,0.1419
model - 1577686734,1577686752.21,0.71,0.1886,0.73,0.1867
model - 1577686734,1577686752.235,0.71,0.1795,0.79,0.1491
model - 1577686734,1577686752.269,0.71,0.1809,0.77,0.1537
model - 1577686734,1577686752.3,0.75,0.1751,0.76,0.153
model - 1577686734,1577686752.324,0.78,0.1837,0.69,0.1803
model - 1577686734,1577686752.351,0.74,0.1935,0.72,0.1847
model - 1577686734,1577686752.379,0.78,0.1664,0.82,0.138
model - 1577686734,1577686752.404,0.82,0.139,0.72,0.1901
model - 1577686734,1577686752.429,0.77,0.1487,0.74,0.2
model - 1577686734,1577686752.455,0.78,0.1555,0.74,0.1655
model - 1577686734,1577686752.484,0.8,0.1339,0.71,0.1744
model - 1577686734,1577686752.509,0.76,0.1455,0.75,0.1752
model - 1577686734,1577686752.533,0.75,0.1607,0.78,0.1721
model - 1577686734,1577686752.558,0.71,0.1727,0.84,0.1282
model - 1577686734,1577686752.585,0.74,0.183,0.77,0.1633
model - 1577686734,1577686752.609,0.78,0.1697,0.74,0.1768
model - 1577686734,1577686752.634,0.72,0.1811,0.76,0.1839
model - 1577686734,1577686752.658,0.72,0.2053,0.82,0.1422
model - 1577686734,1577686752.677,0.83,0.1348,0.74,0.1775
model - 1577686734,1577686752.707,0.85,0.1282,0.75,0.1656
model - 1577686734,1577686752.734,0.78,0.1393,0.8,0.1405
model - 1577686734,1577686752.766,0.76,0.1772,0.79,0.1516
model - 1577686734,1577686752.797,0.79,0.1286,0.69,0.2052
model - 1577686734,1577686752.827,0.72,0.1742,0.71,0.1856
model - 1577686734,1577686752.851,0.71,0.1779,0.75,0.1605
model - 1577686734,1577686752.875,0.84,0.1258,0.87,0.1165
model - 1577686734,1577686752.9,0.72,0.1723,0.79,0.1591
model - 1577686734,1577686752.928,0.86,0.1253,0.7,0.2006
model - 1577686734,1577686752.955,0.8,0.1448,0.67,0.19
model - 1577686734,1577686752.98,0.82,0.1382,0.79,0.1387
model - 1577686734,1577686753.005,0.77,0.1703,0.82,0.1353
model - 1577686734,1577686753.032,0.84,0.1304,0.7,0.208
model - 1577686734,1577686753.061,0.73,0.1761,0.81,0.1577
model - 1577686734,1577686753.091,0.87,0.1193,0.8,0.1437
model - 1577686734,1577686753.119,0.8,0.1224,0.7,0.1865
model - 1577686734,1577686753.147,0.77,0.1551,0.74,0.1952
model - 1577686734,1577686753.174,0.76,0.1712,0.71,0.1963
model - 1577686734,1577686753.199,0.76,0.1299,0.85,0.1315
model - 1577686734,1577686753.224,0.83,0.1464,0.72,0.1779
model - 1577686734,1577686753.25,0.71,0.186,0.78,0.1536
model - 1577686734,1577686753.276,0.73,0.1527,0.74,0.1653
model - 1577686734,1577686753.304,0.74,0.1798,0.77,0.1557
model - 1577686734,1577686753.33,0.78,0.1393,0.75,0.1789
model - 1577686734,1577686753.356,0.69,0.1857,0.73,0.1684
model - 1577686734,1577686753.383,0.85,0.132,0.77,0.1472
model - 1577686734,1577686753.407,0.81,0.1595,0.77,0.159
model - 1577686734,1577686753.431,0.82,0.1526,0.69,0.2218
model - 1577686734,1577686753.457,0.82,0.1412,0.82,0.137
model - 1577686734,1577686753.482,0.77,0.1522,0.71,0.1704
model - 1577686734,1577686753.509,0.68,0.1829,0.73,0.1641
model - 1577686734,1577686753.534,0.81,0.1562,0.74,0.1752
model - 1577686734,1577686753.56,0.75,0.1905,0.79,0.1494
model - 1577686734,1577686753.587,0.79,0.1439,0.8,0.1434
model - 1577686734,1577686753.611,0.76,0.1659,0.72,0.1726
model - 1577686734,1577686753.635,0.8,0.143,0.75,0.1943
model - 1577686734,1577686753.662,0.76,0.1762,0.76,0.1568
model - 1577686734,1577686753.688,0.82,0.1463,0.73,0.1829
model - 1577686734,1577686753.712,0.78,0.1392,0.83,0.1393
model - 1577686734,1577686753.736,0.79,0.1453,0.78,0.1577
model - 1577686734,1577686753.764,0.82,0.1198,0.62,0.2277
model - 1577686734,1577686753.79,0.69,0.2037,0.77,0.1637
model - 1577686734,1577686753.815,0.71,0.1638,0.78,0.1423
model - 1577686734,1577686753.84,0.72,0.1778,0.79,0.1366
model - 1577686734,1577686753.868,0.76,0.1511,0.73,0.1855
model - 1577686734,1577686753.893,0.73,0.1866,0.81,0.135
model - 1577686734,1577686753.92,0.74,0.1637,0.77,0.1714
model - 1577686734,1577686753.944,0.81,0.1381,0.77,0.1629
model - 1577686734,1577686753.973,0.8,0.1382,0.7,0.1859
model - 1577686734,1577686753.999,0.68,0.2056,0.78,0.1612
model - 1577686734,1577686754.023,0.82,0.1402,0.74,0.1787
model - 1577686734,1577686754.047,0.69,0.2016,0.77,0.1677
model - 1577686734,1577686754.076,0.74,0.1725,0.76,0.166
model - 1577686734,1577686754.101,0.73,0.1772,0.77,0.1554
model - 1577686734,1577686754.125,0.72,0.1888,0.71,0.1949
model - 1577686734,1577686754.15,0.69,0.1899,0.77,0.1728
model - 1577686734,1577686754.177,0.8,0.1447,0.71,0.1869
model - 1577686734,1577686754.201,0.71,0.1949,0.71,0.1891
model - 1577686734,1577686754.226,0.8,0.1389,0.79,0.1703
model - 1577686734,1577686754.25,0.76,0.1576,0.77,0.1618
model - 1577686734,1577686754.276,0.72,0.1814,0.81,0.1527
model - 1577686734,1577686754.302,0.84,0.1329,0.81,0.1364
model - 1577686734,1577686754.326,0.77,0.1544,0.76,0.1678
model - 1577686734,1577686754.351,0.81,0.1659,0.77,0.1562
model - 1577686734,1577686754.388,0.79,0.1382,0.78,0.1456
model - 1577686734,1577686754.417,0.7,0.1789,0.78,0.1563
model - 1577686734,1577686754.441,0.7,0.1873,0.72,0.1742
model - 1577686734,1577686754.466,0.68,0.1833,0.74,0.1776
model - 1577686734,1577686754.494,0.76,0.1683,0.7,0.1816
model - 1577686734,1577686754.518,0.78,0.1594,0.69,0.191
model - 1577686734,1577686754.543,0.77,0.1375,0.75,0.19
model - 1577686734,1577686754.567,0.78,0.1406,0.74,0.1705
model - 1577686734,1577686754.596,0.69,0.1974,0.84,0.1158
model - 1577686734,1577686754.621,0.75,0.1753,0.79,0.152
model - 1577686734,1577686754.646,0.68,0.2047,0.8,0.1572
model - 1577686734,1577686754.671,0.83,0.1448,0.76,0.1624
model - 1577686734,1577686754.699,0.77,0.1722,0.71,0.1754
model - 1577686734,1577686754.724,0.77,0.1415,0.77,0.1541
model - 1577686734,1577686754.748,0.72,0.1722,0.74,0.1762
model - 1577686734,1577686754.773,0.7,0.1951,0.8,0.1618
model - 1577686734,1577686754.801,0.67,0.2017,0.8,0.1444
model - 1577686734,1577686754.825,0.79,0.1684,0.76,0.1547
model - 1577686734,1577686754.849,0.77,0.1579,0.75,0.1575
model - 1577686734,1577686754.874,0.71,0.1965,0.78,0.1542
model - 1577686734,1577686754.902,0.79,0.1604,0.74,0.1666
model - 1577686734,1577686754.926,0.84,0.1179,0.77,0.1635
model - 1577686734,1577686754.95,0.72,0.1696,0.79,0.1619
model - 1577686734,1577686754.975,0.77,0.1579,0.75,0.1523
model - 1577686734,1577686755.008,0.75,0.1693,0.73,0.1834
model - 1577686734,1577686755.032,0.86,0.1294,0.72,0.1747
model - 1577686734,1577686755.057,0.76,0.1456,0.73,0.1728
model - 1577686734,1577686755.082,0.67,0.2158,0.75,0.1771
model - 1577686734,1577686755.111,0.7,0.1763,0.69,0.1811
model - 1577686734,1577686755.135,0.74,0.1815,0.77,0.1645
model - 1577686734,1577686755.16,0.73,0.1619,0.76,0.1627
model - 1577686734,1577686755.184,0.81,0.1424,0.72,0.1629
model - 1577686734,1577686755.211,0.75,0.178,0.72,0.2009
model - 1577686734,1577686755.237,0.78,0.1453,0.78,0.1501
model - 1577686734,1577686755.261,0.78,0.1576,0.77,0.1608
model - 1577686734,1577686755.286,0.72,0.1706,0.8,0.1381
model - 1577686734,1577686755.312,0.74,0.1637,0.7,0.1718
model - 1577686734,1577686755.337,0.77,0.1657,0.83,0.1276
model - 1577686734,1577686755.361,0.81,0.1353,0.72,0.194
model - 1577686734,1577686755.388,0.81,0.1469,0.84,0.1337
model - 1577686734,1577686755.416,0.71,0.1862,0.69,0.2008
model - 1577686734,1577686755.442,0.76,0.1691,0.74,0.165
model - 1577686734,1577686755.467,0.78,0.1592,0.69,0.181
model - 1577686734,1577686755.494,0.79,0.1432,0.71,0.1991
model - 1577686734,1577686755.521,0.75,0.1659,0.75,0.1726
model - 1577686734,1577686755.546,0.72,0.1685,0.71,0.1946
model - 1577686734,1577686755.57,0.71,0.1871,0.83,0.1356
model - 1577686734,1577686755.594,0.73,0.1674,0.69,0.1898
model - 1577686734,1577686755.62,0.74,0.1688,0.78,0.1512
model - 1577686734,1577686755.646,0.85,0.1263,0.83,0.1249
model - 1577686734,1577686755.67,0.8,0.1436,0.82,0.1255
model - 1577686734,1577686755.694,0.84,0.1444,0.75,0.1568
model - 1577686734,1577686755.72,0.85,0.1283,0.76,0.1568
model - 1577686734,1577686755.746,0.69,0.1881,0.71,0.1807
model - 1577686734,1577686755.771,0.76,0.1827,0.82,0.1294
model - 1577686734,1577686755.795,0.77,0.167,0.83,0.119
model - 1577686734,1577686755.821,0.79,0.1557,0.76,0.1494
model - 1577686734,1577686755.847,0.82,0.1374,0.79,0.1782
model - 1577686734,1577686755.872,0.74,0.1527,0.74,0.1917
model - 1577686734,1577686755.896,0.72,0.1699,0.78,0.161
model - 1577686734,1577686755.923,0.76,0.1719,0.73,0.1664
model - 1577686734,1577686755.947,0.75,0.1564,0.74,0.1797
model - 1577686734,1577686755.971,0.8,0.1346,0.72,0.1677
model - 1577686734,1577686755.996,0.76,0.1682,0.76,0.1654
model - 1577686734,1577686756.028,0.7,0.2067,0.74,0.1656
model - 1577686734,1577686756.052,0.78,0.1574,0.78,0.1544
model - 1577686734,1577686756.077,0.83,0.1247,0.79,0.1546
model - 1577686734,1577686756.103,0.79,0.1649,0.8,0.161
model - 1577686734,1577686756.129,0.84,0.1095,0.76,0.1763
model - 1577686734,1577686756.154,0.76,0.1632,0.78,0.1707
model - 1577686734,1577686756.18,0.72,0.175,0.78,0.1668
model - 1577686734,1577686756.206,0.77,0.163,0.76,0.1507
model - 1577686734,1577686756.232,0.82,0.1309,0.79,0.1542
model - 1577686734,1577686756.257,0.77,0.1731,0.77,0.1601
model - 1577686734,1577686756.283,0.78,0.1451,0.81,0.1314
model - 1577686734,1577686756.309,0.75,0.1795,0.76,0.1545
model - 1577686734,1577686756.335,0.72,0.1809,0.73,0.1813
model - 1577686734,1577686756.359,0.86,0.1303,0.74,0.1711
model - 1577686734,1577686756.384,0.83,0.1205,0.77,0.1561
model - 1577686734,1577686756.409,0.79,0.1678,0.8,0.1643
model - 1577686734,1577686756.436,0.79,0.1421,0.78,0.1568
model - 1577686734,1577686756.461,0.79,0.1281,0.81,0.1364
model - 1577686734,1577686756.488,0.82,0.1433,0.8,0.1408
model - 1577686734,1577686756.516,0.7,0.1853,0.75,0.1633
model - 1577686734,1577686756.543,0.82,0.1193,0.74,0.192
model - 1577686734,1577686756.567,0.79,0.1361,0.75,0.1472
model - 1577686734,1577686756.591,0.8,0.1374,0.78,0.1606
model - 1577686734,1577686756.618,0.81,0.1371,0.8,0.1537
model - 1577686734,1577686756.644,0.71,0.1826,0.7,0.1851
model - 1577686734,1577686756.668,0.81,0.1509,0.8,0.1384
model - 1577686734,1577686756.692,0.83,0.1245,0.75,0.163
model - 1577686734,1577686756.718,0.83,0.1384,0.8,0.1384
model - 1577686734,1577686756.745,0.78,0.1596,0.81,0.124
model - 1577686734,1577686756.769,0.78,0.1313,0.7,0.199
model - 1577686734,1577686756.793,0.76,0.1804,0.75,0.1721
model - 1577686734,1577686756.818,0.79,0.1555,0.79,0.1429
model - 1577686734,1577686756.845,0.8,0.1368,0.83,0.1293
model - 1577686734,1577686756.872,0.83,0.1308,0.83,0.1229
model - 1577686734,1577686756.897,0.81,0.1431,0.75,0.176
model - 1577686734,1577686756.923,0.72,0.1731,0.75,0.1615
model - 1577686734,1577686756.949,0.77,0.1646,0.84,0.1136
model - 1577686734,1577686756.975,0.81,0.1328,0.8,0.1422
model - 1577686734,1577686757.0,0.76,0.1561,0.75,0.168
model - 1577686734,1577686757.026,0.73,0.1696,0.78,0.1505
model - 1577686734,1577686757.054,0.79,0.1444,0.73,0.1839
model - 1577686734,1577686757.081,0.73,0.1964,0.76,0.16
model - 1577686734,1577686757.112,0.75,0.1578,0.8,0.1465
model - 1577686734,1577686757.139,0.82,0.1441,0.85,0.1198
model - 1577686734,1577686757.163,0.81,0.1346,0.84,0.1224
model - 1577686734,1577686757.189,0.75,0.1624,0.69,0.1947
model - 1577686734,1577686757.213,0.83,0.1225,0.84,0.1345
model - 1577686734,1577686757.24,0.76,0.1701,0.74,0.1607
model - 1577686734,1577686757.265,0.8,0.158,0.75,0.1458
model - 1577686734,1577686757.291,0.75,0.1635,0.77,0.1484
